Result_num	GO_Category	GO_ID	GO_Term	Annotated	Significant	Expected	weight01Fisher	Tissue	Comparison	Expression
21	BP	GO:0032496	response to lipopolysaccharide	195	14	3.61	0.00049	skin	both_ctl	up
22	BP	GO:0008643	carbohydrate transport	112	8	2.07	0.00062	skin	both_ctl	up
23	BP	GO:0051591	response to cAMP	72	5	1.33	0.00064	skin	both_ctl	up
24	BP	GO:0034214	protein hexamerization	10	3	0.18	0.00068	skin	both_ctl	up
25	BP	GO:0032310	prostaglandin secretion	10	3	0.18	0.00068	skin	both_ctl	up
26	BP	GO:1900015	regulation of cytokine production involv...	21	5	0.39	0.00091	skin	both_ctl	up
27	BP	GO:0002548	monocyte chemotaxis	23	4	0.43	0.00092	skin	both_ctl	up
28	BP	GO:0007263	nitric oxide mediated signal transductio...	11	3	0.2	0.00092	skin	both_ctl	up
29	BP	GO:0002922	positive regulation of humoral immune re...	11	3	0.2	0.00092	skin	both_ctl	up
30	BP	GO:0070268	cornification	25	4	0.46	0.00106	skin	both_ctl	up
31	BP	GO:0006954	inflammatory response	409	26	7.56	0.00118	skin	both_ctl	up
32	BP	GO:0097178	ruffle assembly	41	4	0.76	0.00121	skin	both_ctl	up
33	BP	GO:0019835	cytolysis	13	3	0.24	0.00156	skin	both_ctl	up
34	BP	GO:0031424	keratinization	39	7	0.72	0.00188	skin	both_ctl	up
35	BP	GO:0016338	calcium-independent cell-cell adhesion v...	14	3	0.26	0.00196	skin	both_ctl	up
36	BP	GO:2001044	regulation of integrin-mediated signalin...	14	3	0.26	0.00196	skin	both_ctl	up
37	BP	GO:0032652	regulation of interleukin-1 production	36	5	0.67	0.00196	skin	both_ctl	up
38	BP	GO:0071356	cellular response to tumor necrosis fact...	140	9	2.59	0.00236	skin	both_ctl	up
39	BP	GO:0071346	cellular response to interferon-gamma	83	6	1.53	0.00264	skin	both_ctl	up
40	BP	GO:2001238	positive regulation of extrinsic apoptot...	51	5	0.94	0.00304	skin	both_ctl	up
41	BP	GO:0016998	cell wall macromolecule catabolic proces...	5	2	0.09	0.00328	skin	both_ctl	up
42	BP	GO:0045629	negative regulation of T-helper 2 cell d...	5	2	0.09	0.00328	skin	both_ctl	up
43	BP	GO:0034031	ribonucleoside bisphosphate catabolic pr...	5	2	0.09	0.00328	skin	both_ctl	up
44	BP	GO:0034034	purine nucleoside bisphosphate catabolic...	5	2	0.09	0.00328	skin	both_ctl	up
45	BP	GO:0035279	mRNA cleavage involved in gene silencing...	5	2	0.09	0.00328	skin	both_ctl	up
46	BP	GO:0046598	positive regulation of viral entry into ...	5	2	0.09	0.00328	skin	both_ctl	up
47	BP	GO:0051349	positive regulation of lyase activity	17	3	0.31	0.00351	skin	both_ctl	up
48	BP	GO:0050852	T cell receptor signaling pathway	76	6	1.41	0.00364	skin	both_ctl	up
49	BP	GO:0051291	protein heterooligomerization	82	8	1.52	0.00411	skin	both_ctl	up
50	BP	GO:0031281	positive regulation of cyclase activity	18	3	0.33	0.00415	skin	both_ctl	up
51	BP	GO:0050900	leukocyte migration	221	14	4.09	0.00469	skin	both_ctl	up
52	BP	GO:0071621	granulocyte chemotaxis	69	6	1.28	0.00476	skin	both_ctl	up
53	BP	GO:2001179	regulation of interleukin-10 secretion	6	2	0.11	0.00486	skin	both_ctl	up
54	BP	GO:0002281	macrophage activation involved in immune...	6	2	0.11	0.00486	skin	both_ctl	up
55	BP	GO:0002551	mast cell chemotaxis	6	2	0.11	0.00486	skin	both_ctl	up
56	BP	GO:0045060	negative thymic T cell selection	6	2	0.11	0.00486	skin	both_ctl	up
57	BP	GO:1901569	fatty acid derivative catabolic process	6	2	0.11	0.00486	skin	both_ctl	up
58	BP	GO:0007267	cell-cell signaling	1000	17	18.49	0.00543	skin	both_ctl	up
59	BP	GO:0045087	innate immune response	461	22	8.52	0.00603	skin	both_ctl	up
60	BP	GO:0002931	response to ischemia	40	4	0.74	0.00619	skin	both_ctl	up
61	BP	GO:0006525	arginine metabolic process	13	5	0.24	0.00658	skin	both_ctl	up
62	BP	GO:0007187	G protein-coupled receptor signaling pat...	96	4	1.77	0.00671	skin	both_ctl	up
63	BP	GO:0051085	chaperone cofactor-dependent protein ref...	23	3	0.43	0.00842	skin	both_ctl	up
64	BP	GO:1900373	positive regulation of purine nucleotide...	23	3	0.43	0.00842	skin	both_ctl	up
65	BP	GO:0002455	humoral immune response mediated by circ...	24	3	0.44	0.00881	skin	both_ctl	up
66	BP	GO:0008306	associative learning	48	3	0.89	0.00884	skin	both_ctl	up
67	BP	GO:0010820	positive regulation of T cell chemotaxis	8	2	0.15	0.00886	skin	both_ctl	up
68	BP	GO:0045627	positive regulation of T-helper 1 cell d...	8	2	0.15	0.00886	skin	both_ctl	up
69	BP	GO:0015697	quaternary ammonium group transport	8	2	0.15	0.00886	skin	both_ctl	up
70	BP	GO:0045766	positive regulation of angiogenesis	97	6	1.79	0.00918	skin	both_ctl	up
71	BP	GO:0090023	positive regulation of neutrophil chemot...	24	3	0.44	0.00949	skin	both_ctl	up
72	BP	GO:0051290	protein heterotetramerization	24	3	0.44	0.00949	skin	both_ctl	up
73	BP	GO:0071354	cellular response to interleukin-6	25	3	0.46	0.01064	skin	both_ctl	up
74	BP	GO:0006809	nitric oxide biosynthetic process	47	4	0.87	0.01092	skin	both_ctl	up
75	BP	GO:0044770	cell cycle phase transition	473	13	8.74	0.01104	skin	both_ctl	up
76	BP	GO:0090201	negative regulation of release of cytoch...	9	2	0.17	0.01125	skin	both_ctl	up
77	BP	GO:0003016	respiratory system process	9	2	0.17	0.01125	skin	both_ctl	up
78	BP	GO:0060670	branching involved in labyrinthine layer...	9	2	0.17	0.01125	skin	both_ctl	up
79	BP	GO:0045672	positive regulation of osteoclast differ...	9	2	0.17	0.01125	skin	both_ctl	up
80	BP	GO:0010526	"negative regulation of transposition, RN..."	9	2	0.17	0.01125	skin	both_ctl	up
81	BP	GO:0097284	hepatocyte apoptotic process	9	2	0.17	0.01125	skin	both_ctl	up
82	BP	GO:0035584	calcium-mediated signaling using intrace...	9	2	0.17	0.01125	skin	both_ctl	up
83	BP	GO:0000050	urea cycle	9	2	0.17	0.01125	skin	both_ctl	up
84	BP	GO:0043129	surfactant homeostasis	10	2	0.18	0.01389	skin	both_ctl	up
85	BP	GO:1900016	negative regulation of cytokine producti...	10	2	0.18	0.01389	skin	both_ctl	up
86	BP	GO:0006983	ER overload response	10	2	0.18	0.01389	skin	both_ctl	up
87	BP	GO:0050832	defense response to fungus	10	2	0.18	0.01389	skin	both_ctl	up
88	BP	GO:0001916	positive regulation of T cell mediated c...	10	2	0.18	0.01389	skin	both_ctl	up
89	BP	GO:0061621	canonical glycolysis	10	2	0.18	0.01389	skin	both_ctl	up
90	BP	GO:0032729	positive regulation of interferon-gamma ...	38	4	0.7	0.01443	skin	both_ctl	up
91	BP	GO:0050727	regulation of inflammatory response	214	17	3.96	0.01443	skin	both_ctl	up
92	BP	GO:0019886	antigen processing and presentation of e...	28	3	0.52	0.01455	skin	both_ctl	up
93	BP	GO:0046883	regulation of hormone secretion	143	5	2.64	0.01671	skin	both_ctl	up
94	BP	GO:0071222	cellular response to lipopolysaccharide	118	7	2.18	0.01672	skin	both_ctl	up
95	BP	GO:0019731	antibacterial humoral response	11	2	0.2	0.01678	skin	both_ctl	up
96	BP	GO:0001554	luteolysis	11	2	0.2	0.01678	skin	both_ctl	up
97	BP	GO:0032703	negative regulation of interleukin-2 pro...	11	2	0.2	0.01678	skin	both_ctl	up
98	BP	GO:0045655	regulation of monocyte differentiation	11	2	0.2	0.01678	skin	both_ctl	up
99	BP	GO:0045056	transcytosis	11	2	0.2	0.01678	skin	both_ctl	up
100	BP	GO:0051412	response to corticosterone	11	2	0.2	0.01678	skin	both_ctl	up
101	BP	GO:0032000	positive regulation of fatty acid beta-o...	11	2	0.2	0.01678	skin	both_ctl	up
102	BP	GO:0048518	positive regulation of biological proces...	4872	102	90.08	0.0173	skin	both_ctl	up
103	BP	GO:0045582	positive regulation of T cell differenti...	64	5	1.18	0.01731	skin	both_ctl	up
104	BP	GO:0010951	negative regulation of endopeptidase act...	78	5	1.44	0.01735	skin	both_ctl	up
105	BP	GO:0048875	chemical homeostasis within a tissue	11	3	0.2	0.01836	skin	both_ctl	up
106	BP	GO:0002381	immunoglobulin production involved in im...	50	3	0.92	0.01841	skin	both_ctl	up
107	BP	GO:0002820	negative regulation of adaptive immune r...	18	2	0.33	0.01844	skin	both_ctl	up
108	BP	GO:0007565	female pregnancy	91	5	1.68	0.0197	skin	both_ctl	up
109	BP	GO:0009109	coenzyme catabolic process	12	2	0.22	0.01989	skin	both_ctl	up
110	BP	GO:0009084	glutamine family amino acid biosynthetic...	12	2	0.22	0.01989	skin	both_ctl	up
111	BP	GO:0002903	negative regulation of B cell apoptotic ...	12	2	0.22	0.01989	skin	both_ctl	up
112	BP	GO:0090280	positive regulation of calcium ion impor...	12	2	0.22	0.01989	skin	both_ctl	up
113	BP	GO:0030316	osteoclast differentiation	73	5	1.35	0.02237	skin	both_ctl	up
114	BP	GO:0006865	amino acid transport	96	5	1.77	0.02298	skin	both_ctl	up
115	BP	GO:0001678	cellular glucose homeostasis	107	4	1.98	0.02318	skin	both_ctl	up
116	BP	GO:2000010	positive regulation of protein localizat...	13	2	0.24	0.02322	skin	both_ctl	up
117	BP	GO:0150011	regulation of neuron projection arboriza...	13	2	0.24	0.02322	skin	both_ctl	up
118	BP	GO:0045471	response to ethanol	70	5	1.29	0.02327	skin	both_ctl	up
119	BP	GO:0001666	response to hypoxia	204	9	3.77	0.02342	skin	both_ctl	up
120	BP	GO:0016601	Rac protein signal transduction	57	4	1.05	0.02438	skin	both_ctl	up
121	BP	GO:0034612	response to tumor necrosis factor	154	11	2.85	0.02554	skin	both_ctl	up
122	BP	GO:0003382	epithelial cell morphogenesis	35	3	0.65	0.02646	skin	both_ctl	up
123	BP	GO:0042036	negative regulation of cytokine biosynth...	14	2	0.26	0.02677	skin	both_ctl	up
124	BP	GO:0006968	cellular defense response	14	2	0.26	0.02677	skin	both_ctl	up
125	BP	GO:0031953	negative regulation of protein autophosp...	14	2	0.26	0.02677	skin	both_ctl	up
126	BP	GO:0002026	regulation of the force of heart contrac...	14	2	0.26	0.02677	skin	both_ctl	up
127	BP	GO:0033700	phospholipid efflux	14	2	0.26	0.02677	skin	both_ctl	up
128	BP	GO:0031293	membrane protein intracellular domain pr...	14	2	0.26	0.02677	skin	both_ctl	up
129	BP	GO:0055085	transmembrane transport	863	26	15.96	0.02828	skin	both_ctl	up
130	BP	GO:0035094	response to nicotine	15	2	0.28	0.03051	skin	both_ctl	up
131	BP	GO:0050892	intestinal absorption	15	2	0.28	0.03051	skin	both_ctl	up
132	BP	GO:0034058	endosomal vesicle fusion	15	2	0.28	0.03051	skin	both_ctl	up
133	BP	GO:0042311	vasodilation	15	2	0.28	0.03051	skin	both_ctl	up
134	BP	GO:0001503	ossification	302	7	5.58	0.03109	skin	both_ctl	up
135	BP	GO:0050830	defense response to Gram-positive bacter...	38	3	0.7	0.03276	skin	both_ctl	up
136	BP	GO:0006520	cellular amino acid metabolic process	255	8	4.71	0.03406	skin	both_ctl	up
137	BP	GO:0061436	establishment of skin barrier	16	2	0.3	0.03445	skin	both_ctl	up
138	BP	GO:0050718	positive regulation of interleukin-1 bet...	16	2	0.3	0.03445	skin	both_ctl	up
139	BP	GO:0032269	negative regulation of cellular protein ...	747	22	13.81	0.03558	skin	both_ctl	up
140	BP	GO:0002504	antigen processing and presentation of p...	32	5	0.59	0.03616	skin	both_ctl	up
141	BP	GO:0072511	divalent inorganic cation transport	294	9	5.44	0.03627	skin	both_ctl	up
142	BP	GO:0002495	antigen processing and presentation of p...	30	4	0.55	0.03629	skin	both_ctl	up
143	BP	GO:0032611	interleukin-1 beta production	41	4	0.76	0.03632	skin	both_ctl	up
144	BP	GO:0002577	regulation of antigen processing and pre...	10	3	0.18	0.03638	skin	both_ctl	up
145	BP	GO:0140112	extracellular vesicle biogenesis	18	3	0.33	0.0364	skin	both_ctl	up
146	BP	GO:0046635	positive regulation of alpha-beta T cell...	39	3	0.72	0.03645	skin	both_ctl	up
147	BP	GO:0002579	positive regulation of antigen processin...	8	2	0.15	0.03651	skin	both_ctl	up
148	BP	GO:0033028	myeloid cell apoptotic process	16	2	0.3	0.03653	skin	both_ctl	up
149	BP	GO:0070830	bicellular tight junction assembly	47	4	0.87	0.03704	skin	both_ctl	up
150	BP	GO:0120036	plasma membrane bounded cell projection ...	1462	25	27.03	0.0371	skin	both_ctl	up
151	BP	GO:0002685	regulation of leukocyte migration	124	9	2.29	0.03723	skin	both_ctl	up
152	BP	GO:2000406	positive regulation of T cell migration	25	4	0.46	0.03808	skin	both_ctl	up
153	BP	GO:0006919	activation of cysteine-type endopeptidas...	69	4	1.28	0.03875	skin	both_ctl	up
154	BP	GO:0051017	actin filament bundle assembly	146	4	2.7	0.04264	skin	both_ctl	up
155	BP	GO:0042744	hydrogen peroxide catabolic process	18	2	0.33	0.04288	skin	both_ctl	up
156	BP	GO:0045777	positive regulation of blood pressure	18	2	0.33	0.04288	skin	both_ctl	up
157	BP	GO:0071402	cellular response to lipoprotein particl...	18	2	0.33	0.04288	skin	both_ctl	up
158	BP	GO:0061003	positive regulation of dendritic spine m...	18	2	0.33	0.04288	skin	both_ctl	up
159	BP	GO:0045840	positive regulation of mitotic nuclear d...	44	3	0.81	0.04748	skin	both_ctl	up
1	CC	GO:0042613	MHC class II protein complex	8	4	0.15	8.20E-06	skin	both_ctl	up
2	CC	GO:0005882	intermediate filament	64	11	1.21	4.20E-05	skin	both_ctl	up
3	CC	GO:0042612	MHC class I protein complex	5	3	0.09	6.50E-05	skin	both_ctl	up
4	CC	GO:0045095	keratin filament	13	4	0.25	7.80E-05	skin	both_ctl	up
5	CC	GO:0005576	extracellular region	2151	70	40.6	0.00048	skin	both_ctl	up
6	CC	GO:0001891	phagocytic cup	21	4	0.4	0.00058	skin	both_ctl	up
7	CC	GO:0031012	extracellular matrix	442	13	8.34	0.00059	skin	both_ctl	up
8	CC	GO:0016021	integral component of membrane	3583	103	67.63	0.00093	skin	both_ctl	up
9	CC	GO:0005615	extracellular space	1521	45	28.71	0.00103	skin	both_ctl	up
10	CC	GO:0031410	cytoplasmic vesicle	1792	47	33.82	0.00279	skin	both_ctl	up
11	CC	GO:0005771	multivesicular body	33	4	0.62	0.00331	skin	both_ctl	up
12	CC	GO:0097209	epidermal lamellar body	5	2	0.09	0.00342	skin	both_ctl	up
13	CC	GO:0012506	vesicle membrane	558	19	10.53	0.00385	skin	both_ctl	up
14	CC	GO:0043186	P granule	6	2	0.11	0.00507	skin	both_ctl	up
15	CC	GO:0016328	lateral plasma membrane	63	5	1.19	0.00667	skin	both_ctl	up
16	CC	GO:0016327	apicolateral plasma membrane	21	3	0.4	0.00688	skin	both_ctl	up
17	CC	GO:0034663	endoplasmic reticulum chaperone complex	7	2	0.13	0.007	skin	both_ctl	up
18	CC	GO:0032059	bleb	8	2	0.15	0.00922	skin	both_ctl	up
19	CC	GO:0012507	ER to Golgi transport vesicle membrane	37	4	0.7	0.00998	skin	both_ctl	up
20	CC	GO:0009897	external side of plasma membrane	139	9	2.62	0.01134	skin	both_ctl	up
21	CC	GO:0031232	extrinsic component of external side of ...	9	2	0.17	0.01171	skin	both_ctl	up
22	CC	GO:0071556	integral component of lumenal side of en...	10	2	0.19	0.01446	skin	both_ctl	up
23	CC	GO:0009986	cell surface	462	21	8.72	0.01713	skin	both_ctl	up
24	CC	GO:0032426	stereocilium tip	11	2	0.21	0.01745	skin	both_ctl	up
25	CC	GO:0016324	apical plasma membrane	281	11	5.3	0.01804	skin	both_ctl	up
26	CC	GO:0031225	anchored component of membrane	81	6	1.53	0.02083	skin	both_ctl	up
27	CC	GO:0005886	plasma membrane	3658	102	69.05	0.02309	skin	both_ctl	up
28	CC	GO:0032587	ruffle membrane	88	5	1.66	0.02548	skin	both_ctl	up
29	CC	GO:0005887	integral component of plasma membrane	845	25	15.95	0.02661	skin	both_ctl	up
30	CC	GO:0030669	clathrin-coated endocytic vesicle membra...	17	2	0.32	0.04007	skin	both_ctl	up
31	CC	GO:0032154	cleavage furrow	70	4	1.32	0.04322	skin	both_ctl	up
32	CC	GO:0045121	membrane raft	264	8	4.98	0.0454	skin	both_ctl	up
33	CC	GO:0035580	specific granule lumen	19	2	0.36	0.04916	skin	both_ctl	up
1	MF	GO:0061783	peptidoglycan muralytic activity	8	4	0.15	8.50E-06	skin	both_ctl	up
2	MF	GO:0003810	protein-glutamine gamma-glutamyltransfer...	16	5	0.3	8.90E-06	skin	both_ctl	up
3	MF	GO:0015165	pyrimidine nucleotide-sugar transmembran...	10	4	0.19	2.50E-05	skin	both_ctl	up
4	MF	GO:0005198	structural molecule activity	782	20	14.9	0.00019	skin	both_ctl	up
5	MF	GO:0042287	MHC protein binding	8	3	0.15	0.00036	skin	both_ctl	up
6	MF	GO:0004222	metalloendopeptidase activity	96	8	1.83	0.00049	skin	both_ctl	up
7	MF	GO:0003958	NADPH-hemoprotein reductase activity	10	3	0.19	0.00074	skin	both_ctl	up
8	MF	GO:0005125	cytokine activity	54	7	1.03	0.00187	skin	both_ctl	up
9	MF	GO:0010181	FMN binding	14	3	0.27	0.00213	skin	both_ctl	up
10	MF	GO:0008191	metalloendopeptidase inhibitor activity	15	3	0.29	0.00263	skin	both_ctl	up
11	MF	GO:0023026	MHC class II protein complex binding	5	2	0.1	0.00348	skin	both_ctl	up
12	MF	GO:0042609	CD4 receptor binding	6	2	0.11	0.00516	skin	both_ctl	up
13	MF	GO:0034191	apolipoprotein A-I receptor binding	6	2	0.11	0.00516	skin	both_ctl	up
14	MF	GO:0019834	phospholipase A2 inhibitor activity	6	2	0.11	0.00516	skin	both_ctl	up
15	MF	GO:0030165	PDZ domain binding	62	5	1.18	0.00647	skin	both_ctl	up
16	MF	GO:0008009	chemokine activity	7	2	0.13	0.00713	skin	both_ctl	up
17	MF	GO:0034040	lipid-transporting ATPase activity	7	2	0.13	0.00713	skin	both_ctl	up
18	MF	GO:0019911	structural constituent of myelin sheath	7	2	0.13	0.00713	skin	both_ctl	up
19	MF	GO:0008083	growth factor activity	67	5	1.28	0.00894	skin	both_ctl	up
20	MF	GO:0015651	quaternary ammonium group transmembrane ...	8	2	0.15	0.00939	skin	both_ctl	up
21	MF	GO:0051920	peroxiredoxin activity	8	2	0.15	0.00939	skin	both_ctl	up
22	MF	GO:0005536	glucose binding	8	2	0.15	0.00939	skin	both_ctl	up
23	MF	GO:0042605	peptide antigen binding	9	2	0.17	0.01192	skin	both_ctl	up
24	MF	GO:0042803	protein homodimerization activity	689	22	13.13	0.01249	skin	both_ctl	up
25	MF	GO:0043495	protein membrane anchor	10	2	0.19	0.01472	skin	both_ctl	up
26	MF	GO:0020037	heme binding	136	7	2.59	0.01538	skin	both_ctl	up
27	MF	GO:0008641	ubiquitin-like modifier activating enzym...	11	2	0.21	0.01777	skin	both_ctl	up
28	MF	GO:0022840	leak channel activity	8	2	0.15	0.01899	skin	both_ctl	up
29	MF	GO:0004252	serine-type endopeptidase activity	82	5	1.56	0.02011	skin	both_ctl	up
30	MF	GO:0016208	AMP binding	13	2	0.25	0.02457	skin	both_ctl	up
31	MF	GO:0044183	protein binding involved in protein fold...	13	2	0.25	0.02457	skin	both_ctl	up
32	MF	GO:0046982	protein heterodimerization activity	369	13	7.03	0.02484	skin	both_ctl	up
33	MF	GO:0019200	carbohydrate kinase activity	19	3	0.36	0.02813	skin	both_ctl	up
34	MF	GO:0004602	glutathione peroxidase activity	14	2	0.27	0.02831	skin	both_ctl	up
35	MF	GO:0070851	growth factor receptor binding	75	6	1.43	0.03009	skin	both_ctl	up
36	MF	GO:0008296	3'-5'-exodeoxyribonuclease activity	15	2	0.29	0.03226	skin	both_ctl	up
37	MF	GO:0000062	fatty-acyl-CoA binding	15	2	0.29	0.03226	skin	both_ctl	up
38	MF	GO:0016857	"racemase and epimerase activity, acting ..."	16	2	0.3	0.03642	skin	both_ctl	up
39	MF	GO:0043130	ubiquitin binding	66	4	1.26	0.03703	skin	both_ctl	up
40	MF	GO:0023023	MHC protein complex binding	7	3	0.13	0.03748	skin	both_ctl	up
41	MF	GO:0005504	fatty acid binding	17	2	0.32	0.04076	skin	both_ctl	up
42	MF	GO:0043027	cysteine-type endopeptidase inhibitor ac...	17	2	0.32	0.04076	skin	both_ctl	up
43	MF	GO:0004540	ribonuclease activity	132	4	2.52	0.04318	skin	both_ctl	up
44	MF	GO:0031625	ubiquitin protein ligase binding	244	9	4.65	0.04443	skin	both_ctl	up
45	MF	GO:0004601	peroxidase activity	33	4	0.63	0.04941	skin	both_ctl	up
1	BP	GO:0015074	DNA integration	101	2	0.05	0.001	spleen	both_ctl	down
2	BP	GO:0060272	embryonic skeletal joint morphogenesis	5	1	0	0.0025	spleen	both_ctl	down
3	BP	GO:0010216	maintenance of DNA methylation	5	1	0	0.0025	spleen	both_ctl	down
4	BP	GO:0061308	cardiac neural crest cell development in...	5	1	0	0.0025	spleen	both_ctl	down
5	BP	GO:1901723	negative regulation of cell proliferatio...	5	1	0	0.0025	spleen	both_ctl	down
6	BP	GO:0090192	regulation of glomerulus development	6	1	0	0.003	spleen	both_ctl	down
7	BP	GO:0070486	leukocyte aggregation	6	1	0	0.003	spleen	both_ctl	down
8	BP	GO:0060513	prostatic bud formation	6	1	0	0.003	spleen	both_ctl	down
9	BP	GO:0060710	chorio-allantoic fusion	6	1	0	0.003	spleen	both_ctl	down
10	BP	GO:0060729	intestinal epithelial structure maintena...	7	1	0	0.0035	spleen	both_ctl	down
11	BP	GO:0072110	glomerular mesangial cell proliferation	8	1	0	0.004	spleen	both_ctl	down
12	BP	GO:1902455	negative regulation of stem cell populat...	8	1	0	0.004	spleen	both_ctl	down
13	BP	GO:0009263	deoxyribonucleotide biosynthetic process	8	1	0	0.004	spleen	both_ctl	down
14	BP	GO:0072203	cell proliferation involved in metanephr...	9	1	0	0.0045	spleen	both_ctl	down
15	BP	GO:1903867	extraembryonic membrane development	10	1	0	0.0049	spleen	both_ctl	down
16	BP	GO:2000738	positive regulation of stem cell differe...	11	1	0.01	0.0054	spleen	both_ctl	down
17	BP	GO:0072075	metanephric mesenchyme development	11	1	0.01	0.0054	spleen	both_ctl	down
18	BP	GO:1902337	regulation of apoptotic process involved...	11	1	0.01	0.0054	spleen	both_ctl	down
19	BP	GO:0034114	regulation of heterotypic cell-cell adhe...	11	1	0.01	0.0054	spleen	both_ctl	down
20	BP	GO:0060973	cell migration involved in heart develop...	12	1	0.01	0.0059	spleen	both_ctl	down
21	BP	GO:1905331	negative regulation of morphogenesis of ...	13	1	0.01	0.0064	spleen	both_ctl	down
22	BP	GO:0003344	pericardium morphogenesis	13	1	0.01	0.0064	spleen	both_ctl	down
23	BP	GO:0003272	endocardial cushion formation	13	1	0.01	0.0064	spleen	both_ctl	down
24	BP	GO:0043153	entrainment of circadian clock by photop...	14	1	0.01	0.0069	spleen	both_ctl	down
25	BP	GO:1905209	positive regulation of cardiocyte differ...	15	1	0.01	0.0074	spleen	both_ctl	down
26	BP	GO:0060037	pharyngeal system development	17	1	0.01	0.0084	spleen	both_ctl	down
27	BP	GO:0000083	regulation of transcription involved in ...	17	1	0.01	0.0084	spleen	both_ctl	down
28	BP	GO:0045992	negative regulation of embryonic develop...	18	1	0.01	0.0089	spleen	both_ctl	down
29	BP	GO:0010800	positive regulation of peptidyl-threonin...	22	1	0.01	0.0109	spleen	both_ctl	down
30	BP	GO:0033280	response to vitamin D	22	1	0.01	0.0109	spleen	both_ctl	down
31	BP	GO:0044030	regulation of DNA methylation	22	1	0.01	0.0109	spleen	both_ctl	down
32	BP	GO:0051290	protein heterotetramerization	24	1	0.01	0.0118	spleen	both_ctl	down
33	BP	GO:0035019	somatic stem cell population maintenance	24	1	0.01	0.0118	spleen	both_ctl	down
34	BP	GO:2000242	negative regulation of reproductive proc...	24	1	0.01	0.0118	spleen	both_ctl	down
35	BP	GO:0048596	embryonic camera-type eye morphogenesis	24	1	0.01	0.0118	spleen	both_ctl	down
36	BP	GO:0003156	regulation of animal organ formation	26	1	0.01	0.0128	spleen	both_ctl	down
37	BP	GO:2000826	regulation of heart morphogenesis	26	1	0.01	0.0128	spleen	both_ctl	down
38	BP	GO:0006310	DNA recombination	371	2	0.18	0.0133	spleen	both_ctl	down
39	BP	GO:0045746	negative regulation of Notch signaling p...	27	1	0.01	0.0133	spleen	both_ctl	down
40	BP	GO:0110111	negative regulation of animal organ morp...	27	1	0.01	0.0133	spleen	both_ctl	down
41	BP	GO:0010463	mesenchymal cell proliferation	29	1	0.01	0.0143	spleen	both_ctl	down
42	BP	GO:0010862	positive regulation of pathway-restricte...	30	1	0.01	0.0148	spleen	both_ctl	down
43	BP	GO:0061384	heart trabecula morphogenesis	32	1	0.02	0.0158	spleen	both_ctl	down
44	BP	GO:0070317	negative regulation of G0 to G1 transiti...	32	1	0.02	0.0158	spleen	both_ctl	down
45	BP	GO:0060445	branching involved in salivary gland mor...	36	1	0.02	0.0177	spleen	both_ctl	down
46	BP	GO:0060688	regulation of morphogenesis of a branchi...	37	1	0.02	0.0182	spleen	both_ctl	down
47	BP	GO:0031648	protein destabilization	39	1	0.02	0.0192	spleen	both_ctl	down
48	BP	GO:0110110	positive regulation of animal organ morp...	41	1	0.02	0.0202	spleen	both_ctl	down
49	BP	GO:0010718	positive regulation of epithelial to mes...	42	1	0.02	0.0206	spleen	both_ctl	down
50	BP	GO:0001707	mesoderm formation	43	1	0.02	0.0211	spleen	both_ctl	down
51	BP	GO:0030501	positive regulation of bone mineralizati...	44	1	0.02	0.0216	spleen	both_ctl	down
52	BP	GO:0006220	pyrimidine nucleotide metabolic process	45	1	0.02	0.0221	spleen	both_ctl	down
53	BP	GO:0002088	lens development in camera-type eye	47	1	0.02	0.0231	spleen	both_ctl	down
54	BP	GO:0060395	SMAD protein signal transduction	47	1	0.02	0.0231	spleen	both_ctl	down
55	BP	GO:0009880	embryonic pattern specification	48	1	0.02	0.0236	spleen	both_ctl	down
56	BP	GO:0016574	histone ubiquitination	48	1	0.02	0.0236	spleen	both_ctl	down
57	BP	GO:0031146	SCF-dependent proteasomal ubiquitin-depe...	49	1	0.02	0.0241	spleen	both_ctl	down
58	BP	GO:0001755	neural crest cell migration	49	1	0.02	0.0241	spleen	both_ctl	down
59	BP	GO:0003151	outflow tract morphogenesis	51	1	0.03	0.025	spleen	both_ctl	down
60	BP	GO:0045839	negative regulation of mitotic nuclear d...	52	1	0.03	0.0255	spleen	both_ctl	down
61	BP	GO:0060411	cardiac septum morphogenesis	62	1	0.03	0.0303	spleen	both_ctl	down
62	BP	GO:0042475	odontogenesis of dentin-containing tooth	63	1	0.03	0.0308	spleen	both_ctl	down
63	BP	GO:0031100	animal organ regeneration	64	1	0.03	0.0313	spleen	both_ctl	down
64	BP	GO:0045669	positive regulation of osteoblast differ...	64	1	0.03	0.0313	spleen	both_ctl	down
65	BP	GO:0072028	nephron morphogenesis	65	1	0.03	0.0318	spleen	both_ctl	down
66	BP	GO:0043407	negative regulation of MAP kinase activi...	66	1	0.03	0.0323	spleen	both_ctl	down
67	BP	GO:0001657	ureteric bud development	72	1	0.04	0.0352	spleen	both_ctl	down
68	BP	GO:0032355	response to estradiol	75	1	0.04	0.0366	spleen	both_ctl	down
69	BP	GO:1900006	positive regulation of dendrite developm...	77	1	0.04	0.0376	spleen	both_ctl	down
70	BP	GO:0051865	protein autoubiquitination	95	1	0.05	0.0462	spleen	both_ctl	down
1	CC	GO:0000791	euchromatin	19	1	0.01	0.0098	spleen	both_ctl	down
2	CC	GO:0005720	nuclear heterochromatin	23	1	0.01	0.0118	spleen	both_ctl	down
