gene	GO_ID
comp352255	GO:0004674, GO:0005524, GO:0016607
comp352259	GO:0001725, GO:0001726, GO:0002102, GO:0003334, GO:0003382, GO:0003779, GO:0005634, GO:0005829, GO:0005884, GO:0005886, GO:0005925, GO:0007156, GO:0008046, GO:0008092, GO:0015629, GO:0016477, GO:0030018, GO:0030027, GO:0030036, GO:0030175, GO:0030424, GO:0031175, GO:0031529, GO:0043025, GO:0044295, GO:0050808, GO:0071803
comp352266	GO:0000139, GO:0000226, GO:0005764, GO:0005768, GO:0005794, GO:0005886, GO:0009986, GO:0016189, GO:0030133, GO:0030285, GO:0030665, GO:0032588, GO:0035493, GO:0061024, GO:0090161, GO:1900242
comp352269	GO:0006955, GO:0007165, GO:0007166, GO:0009897, GO:0009986, GO:0016021, GO:0031295, GO:0032689, GO:0032693, GO:0042102, GO:0042130, GO:0046007, GO:0071222
comp352277	GO:0000281, GO:0004197, GO:0004843, GO:0005634, GO:0005737, GO:0005769, GO:0005829, GO:0006511, GO:0007032, GO:0007265, GO:0008283, GO:0014069, GO:0016579, GO:0017124, GO:0019897, GO:0030496, GO:0031313, GO:0031647, GO:0032880, GO:0043197, GO:0045296, GO:0070536, GO:0071108, GO:0071549, GO:0090263, GO:0098978, GO:0099576, GO:1990090
comp352278	GO:0000139, GO:0003400, GO:0003677, GO:0005085, GO:0005090, GO:0005096, GO:0005634, GO:0005789, GO:0006888, GO:0009306, GO:0016020, GO:0030176, GO:0032527, GO:0036498, GO:0048208, GO:0051020, GO:0070971
comp352284	GO:0003677, GO:0005634, GO:0014883
comp352292	GO:0005504, GO:0005737
comp352294	GO:0000281, GO:0001578, GO:0005524, GO:0005634, GO:0005654, GO:0005768, GO:0005783, GO:0005813, GO:0005819, GO:0005829, GO:0005874, GO:0006888, GO:0007409, GO:0008017, GO:0008089, GO:0008568, GO:0010458, GO:0016021, GO:0016853, GO:0016887, GO:0019896, GO:0030496, GO:0031117, GO:0031122, GO:0031468, GO:0031965, GO:0032467, GO:0032506, GO:0034214, GO:0043014, GO:0048471, GO:0048487, GO:0051013, GO:0051228, GO:0051260, GO:0090148, GO:1904115
comp352296	GO:0000786, GO:0003677, GO:0005085, GO:0005089, GO:0005829, GO:0007186, GO:0007264, GO:0035023, GO:0043065, GO:0046982, GO:0051056, GO:0051057
comp352299	GO:0000139, GO:0001540, GO:0005524, GO:0005615, GO:0005794, GO:0005886, GO:0010008, GO:0030660, GO:0031301, GO:0042985
comp352300	GO:0005634, GO:0007275, GO:0030154, GO:0046872
comp352301	GO:0032184
comp352303	GO:0000122, GO:0000776, GO:0000777, GO:0003682, GO:0005634, GO:0005664, GO:0005721, GO:0005737, GO:0005815, GO:0006260, GO:0006325, GO:0006342, GO:0008327, GO:0031933, GO:0035064, GO:0035098, GO:0070734, GO:0071169
comp352304	GO:0000398, GO:0005634, GO:0005654, GO:0005688, GO:0005689, GO:0005829, GO:0017070, GO:0043928, GO:0046540, GO:0071004, GO:0071005, GO:0071013, GO:0120115, GO:1990726
comp352306	GO:0000281, GO:0004843, GO:0005634, GO:0005654, GO:0005768, GO:0005769, GO:0005829, GO:0005886, GO:0007259, GO:0008237, GO:0008284, GO:0014067, GO:0016020, GO:0016579, GO:0019904, GO:0032154, GO:0043524, GO:0046580, GO:0046872, GO:0061578, GO:0070062, GO:0070536
comp352309	GO:0001525, GO:0001755, GO:0002292, GO:0005615, GO:0005634, GO:0005829, GO:0005887, GO:0007409, GO:0008360, GO:0010594, GO:0016525, GO:0030215, GO:0030335, GO:0038191, GO:0043231, GO:0045063, GO:0045499, GO:0048843, GO:0050919, GO:0071526, GO:1904891, GO:1905704
comp352313	GO:0005794, GO:0015297, GO:0016021, GO:0022857
comp352317	NA
comp352318	GO:0005739, GO:0019233, GO:0042165, GO:0097060
comp352325	NA
comp352328	GO:0004784, GO:0005507, GO:0005615, GO:0005634, GO:0005737, GO:0008270, GO:0009410, GO:0010038, GO:0016532, GO:0019430, GO:0051597, GO:0070050
comp352334	GO:0005743, GO:0006754, GO:0006811, GO:0045263, GO:0046872
comp352346	NA
comp352352	GO:0005737, GO:0009953, GO:0016020, GO:0019904, GO:0035091, GO:0043496, GO:0043508, GO:0046329, GO:0048264, GO:2000016
comp352355	GO:0000209, GO:0004842, GO:0005634, GO:0005829, GO:0006464, GO:0006511, GO:0006913, GO:0009267, GO:0030018, GO:0032436, GO:0043687, GO:0048742
comp352358	GO:0005887, GO:0006811
comp352361	GO:0002009, GO:0004064, GO:0004089, GO:0005623, GO:0005737, GO:0005829, GO:0005886, GO:0008270, GO:0015670, GO:0032230, GO:0032849, GO:0038166, GO:0043209, GO:0045177, GO:0046903, GO:0071244, GO:2001150, GO:2001225
comp352362	GO:0005623, GO:0006623, GO:0007005, GO:0019898, GO:0045053, GO:0070062, GO:1901526
comp352364	GO:0005886, GO:0005905, GO:0008289, GO:0030131, GO:0038024, GO:0097718, GO:0098794, GO:0098884, GO:0098978
comp352366	NA
comp352372	GO:0005509, GO:0005615, GO:0005730, GO:0005829, GO:0005886, GO:0042803, GO:0051592
comp352373	GO:0005634, GO:0006355, GO:0007275, GO:0030154
comp352376	GO:0000151, GO:0000209, GO:0004842, GO:0005634, GO:0005654, GO:0005737, GO:0006511, GO:0007275, GO:0008270, GO:0016567, GO:0031624, GO:0032436, GO:0048588, GO:0061630, GO:0070534, GO:0070936, GO:0071425, GO:1903955
comp352381	GO:0005634, GO:0005654, GO:0005737, GO:0015630, GO:0032991, GO:0043066, GO:0047485, GO:0050821
comp352386	GO:0003723, GO:0005654, GO:0006397, GO:0008380, GO:0016604
comp352387	GO:0005654, GO:0005737, GO:0007219, GO:0008270, GO:0016567, GO:0016740, GO:0031965
comp352393	GO:0016592, GO:0045893
comp352394	GO:0005737, GO:0006629, GO:0007269, GO:0008134, GO:0016810, GO:0043202, GO:0070062, GO:0098793
comp352412	GO:0000978, GO:0001228, GO:0003700, GO:0005634, GO:0005667, GO:0006355, GO:0007379, GO:0007585, GO:0008134, GO:0021571, GO:0021572, GO:0021599, GO:0033077, GO:0035284, GO:0042472, GO:0043565, GO:0045647, GO:0045671, GO:0048538
comp352414	GO:0000977, GO:0001228, GO:0005654, GO:0016607, GO:0030308, GO:0032783, GO:0045893, GO:0060770
comp352424	NA
comp352426	GO:0005886, GO:0006814, GO:0006865, GO:0015293, GO:0016021
comp352427	GO:0000124, GO:0000125, GO:0001102, GO:0003677, GO:0003713, GO:0005634, GO:0005654, GO:0005669, GO:0006352, GO:0006366, GO:0006367, GO:0008134, GO:0017025, GO:0030914, GO:0033276, GO:0043966, GO:0046695, GO:0046982, GO:0051091, GO:0051123, GO:1901796
comp352428	GO:0005737, GO:0005829, GO:0007219, GO:0008446, GO:0019673, GO:0042351, GO:0042802, GO:0070062, GO:0070401
comp352429	GO:0000776, GO:0005643, GO:0006406, GO:0017056, GO:0031080
comp352432	GO:0001837, GO:0004672, GO:0004674, GO:0005524, GO:0005634, GO:0005737, GO:0005739, GO:0005886, GO:0005977, GO:0006468, GO:0007399, GO:0007623, GO:0016020, GO:0016055, GO:0016301, GO:0018105, GO:0032092, GO:0032886, GO:0036016, GO:0050321, GO:0070885, GO:0097192, GO:1901030
comp352444	GO:0003964, GO:0046872
comp352454	GO:0003677, GO:0005654, GO:0046872
comp352455	GO:0005576, GO:0005783, GO:0006006, GO:0006096, GO:0043843, GO:0046872
comp352459	GO:0005634, GO:0005737, GO:0016021, GO:0030433
comp352466	GO:0005840, GO:0042254
comp352470	GO:0000070, GO:0000132, GO:0000776, GO:0000777, GO:0000922, GO:0005634, GO:0005783, GO:0005789, GO:0005828, GO:0005829, GO:0006888, GO:0006890, GO:0007030, GO:0007080, GO:0007093, GO:0007094, GO:0007096, GO:0015031, GO:0016020, GO:0019237, GO:0034501, GO:0051301, GO:0051321, GO:0065003, GO:0070939, GO:1990423
comp352471	GO:0005737, GO:0032007, GO:0042981
comp352472	NA
comp352478	GO:0000981, GO:0003723, GO:0003729, GO:0005654, GO:0006405, GO:0006406, GO:0016973, GO:0031124, GO:0046872
comp352481	GO:0001501, GO:0001568, GO:0001570, GO:0001649, GO:0001818, GO:0002043, GO:0004714, GO:0005005, GO:0005524, GO:0005886, GO:0005887, GO:0005925, GO:0006954, GO:0007155, GO:0007169, GO:0007411, GO:0008630, GO:0009986, GO:0010591, GO:0014028, GO:0016477, GO:0016525, GO:0021915, GO:0030027, GO:0030182, GO:0030216, GO:0030316, GO:0031256, GO:0031258, GO:0032587, GO:0032682, GO:0033598, GO:0033628, GO:0036342, GO:0043005, GO:0043235, GO:0043491, GO:0043535, GO:0045765, GO:0046058, GO:0046849, GO:0048013, GO:0048320, GO:0048514, GO:0048570, GO:0048870, GO:0050830, GO:0051898, GO:0060035, GO:0060326, GO:0060444, GO:0070160, GO:0070309, GO:0070372, GO:0070848, GO:0072659, GO:0090630, GO:1901491, GO:1903078, GO:1903348, GO:1904238
comp352485	GO:0005546, GO:0005634, GO:0005737, GO:0005886, GO:0008013, GO:0016055, GO:0030178, GO:0060828, GO:0090090, GO:0090263
comp352486	
comp352498	GO:0001555, GO:0001654, GO:0005102, GO:0005615, GO:0006094, GO:0009615, GO:0016918, GO:0019841, GO:0019904, GO:0030136, GO:0030277, GO:0032024, GO:0032526, GO:0033189, GO:0034632, GO:0042572, GO:0042593, GO:0043627, GO:0060417, GO:0060418, GO:0065003, GO:0070062
comp352500	GO:0000827, GO:0000828, GO:0000829, GO:0000832, GO:0005524, GO:0005829, GO:0005886, GO:0006020, GO:0032958, GO:0033857, GO:0052723, GO:0052724, GO:0102092
comp352501	GO:0002318, GO:0003677, GO:0005634, GO:0005737, GO:0005929, GO:0006351, GO:0006355, GO:0007050, GO:0036064
comp352502	GO:0003854, GO:0004769, GO:0005789, GO:0006694, GO:0008207, GO:0016021, GO:0016491, GO:0016616, GO:0021766, GO:0031966, GO:0043231, GO:0051412, GO:0102294
comp352508	GO:0005215, GO:0006887, GO:0016021, GO:0055085
comp352514	GO:0005764, GO:0005791, GO:0005886, GO:0016021, GO:0030867, GO:0031965, GO:0042632
comp352516	GO:0005096, GO:0005634, GO:0005829, GO:0006886, GO:0017137, GO:0030054, GO:0031410, GO:0043547, GO:0045296, GO:0090630
comp352517	GO:0004117, GO:0005516, GO:0005764, GO:0005929, GO:0007165, GO:0007608, GO:0030552, GO:0043025, GO:0046872, GO:0048101, GO:0051592, GO:0061179
comp352518	GO:0005887, GO:0007268, GO:0016021, GO:0030141, GO:0030285, GO:0042470, GO:0070062
comp352521	GO:0005769, GO:0005802, GO:0005829, GO:0006605, GO:0006622, GO:0006886, GO:0006895, GO:0008104, GO:0019904, GO:0030124, GO:0030131, GO:0031904, GO:0032588, GO:0070062, GO:0090160, GO:1903361
comp352523	GO:0004252, GO:0005509, GO:0005576, GO:0005615, GO:0006956, GO:0006958, GO:0030449, GO:0042802, GO:0045087, GO:0072562
comp352524	GO:0000302, GO:0000422, GO:0001659, GO:0001678, GO:0001933, GO:0002021, GO:0002931, GO:0003677, GO:0003712, GO:0003713, GO:0003723, GO:0005634, GO:0005654, GO:0005719, GO:0006012, GO:0006094, GO:0006355, GO:0006367, GO:0006397, GO:0007005, GO:0007568, GO:0007586, GO:0007623, GO:0008134, GO:0008209, GO:0008380, GO:0009409, GO:0010628, GO:0010822, GO:0014732, GO:0014850, GO:0014878, GO:0014912, GO:0016605, GO:0016922, GO:0019395, GO:0021549, GO:0022626, GO:0022904, GO:0030331, GO:0030374, GO:0030521, GO:0030900, GO:0031490, GO:0031625, GO:0032922, GO:0034599, GO:0035066, GO:0035865, GO:0042594, GO:0042752, GO:0042975, GO:0043014, GO:0043025, GO:0043201, GO:0043231, GO:0043524, GO:0043565, GO:0045333, GO:0045722, GO:0045820, GO:0045893, GO:0045944, GO:0046321, GO:0048661, GO:0048662, GO:0050681, GO:0050821, GO:0050873, GO:0051091, GO:0051552, GO:0060612, GO:0065003, GO:0071222, GO:0071250, GO:0071313, GO:0071332, GO:0071333, GO:0071354, GO:0071356, GO:0071372, GO:0071392, GO:0071456, GO:0071560, GO:0071871, GO:0071873, GO:0090258, GO:0097009, GO:0097067, GO:0097440, GO:0120162, GO:1901215, GO:1901558, GO:1901857, GO:1901860, GO:1901863, GO:1904635, GO:1904637, GO:1904639, GO:1904640, GO:1990841, GO:1990843, GO:1990844, GO:1990845, GO:2000184, GO:2000272, GO:2000310, GO:2001171
comp352531	GO:0005198, GO:0005882
comp352535	GO:0003700, GO:0005634, GO:0007275, GO:0043565
comp352537	GO:0005681, GO:0006397, GO:0008380
comp352540	GO:0005525
comp352541	GO:0001782, GO:0001817, GO:0001933, GO:0001934, GO:0002250, GO:0002431, GO:0002513, GO:0002553, GO:0002576, GO:0002762, GO:0002768, GO:0002774, GO:0002902, GO:0004672, GO:0004713, GO:0004715, GO:0005102, GO:0005128, GO:0005161, GO:0005178, GO:0005524, GO:0005634, GO:0005737, GO:0005758, GO:0005794, GO:0005829, GO:0005886, GO:0005913, GO:0006468, GO:0006974, GO:0006991, GO:0007165, GO:0007169, GO:0008284, GO:0008285, GO:0009636, GO:0009725, GO:0009743, GO:0010976, GO:0014003, GO:0014069, GO:0014070, GO:0016020, GO:0017124, GO:0018108, GO:0019899, GO:0030061, GO:0030097, GO:0030154, GO:0030218, GO:0030335, GO:0030889, GO:0031175, GO:0031234, GO:0031625, GO:0031663, GO:0031668, GO:0031966, GO:0032868, GO:0033003, GO:0033628, GO:0034136, GO:0034144, GO:0034605, GO:0034666, GO:0035556, GO:0038083, GO:0042327, GO:0042493, GO:0042531, GO:0042541, GO:0042629, GO:0043015, GO:0043200, GO:0043208, GO:0043231, GO:0043304, GO:0043407, GO:0043552, GO:0044325, GO:0044877, GO:0045087, GO:0045121, GO:0045646, GO:0046777, GO:0046875, GO:0048471, GO:0048678, GO:0050663, GO:0050707, GO:0050727, GO:0050731, GO:0050853, GO:0050855, GO:0050861, GO:0051219, GO:0051272, GO:0051279, GO:0060252, GO:0060369, GO:0070304, GO:0070372, GO:0070373, GO:0070447, GO:0070667, GO:0070668, GO:0071300, GO:0090025, GO:0090330, GO:0097028, GO:0098978, GO:0099091, GO:0140031, GO:1902532, GO:1902961, GO:2000670
comp352544	GO:0000398, GO:0003723, GO:0005730, GO:0006364, GO:0007517, GO:0015030, GO:0030018, GO:0051015, GO:0055120, GO:0071013
comp352546	GO:0005634, GO:0005739, GO:0005758, GO:0007005, GO:0008134, GO:0043565, GO:0045944, GO:1900037
comp352548	GO:0001726, GO:0002102, GO:0003334, GO:0003382, GO:0003779, GO:0005634, GO:0005829, GO:0005884, GO:0005886, GO:0005925, GO:0007010, GO:0007156, GO:0007411, GO:0015629, GO:0016477, GO:0030018, GO:0030027, GO:0030036, GO:0030424, GO:0030426, GO:0051371, GO:0070593, GO:0098632
comp352557	GO:0005669, GO:0046872, GO:0046982
comp352570	GO:0005789, GO:0008203, GO:0016021
comp352572	GO:0003677, GO:0003723, GO:0005737, GO:0006397, GO:0008380, GO:0071204
comp352573	GO:0002474, GO:0005615, GO:0005886, GO:0006955, GO:0009897, GO:0016021, GO:0042612
comp352574	GO:0004852, GO:0005739, GO:0005829, GO:0006780, GO:0006782, GO:0006783
comp352575	GO:0003723, GO:0005634, GO:0005730, GO:0005737, GO:0006364, GO:0032040, GO:0045171
comp352587	GO:0004721, GO:0005739, GO:0046872
comp352591	NA
comp352592	GO:0005524, GO:0005654, GO:0005829, GO:0005886, GO:0009435, GO:0019674, GO:0043231, GO:0045662, GO:0046872, GO:0050262, GO:0061769
comp352593	GO:0000122, GO:0000790, GO:0000981, GO:0001704, GO:0001843, GO:0003205, GO:0003408, GO:0003677, GO:0003713, GO:0005634, GO:0005654, GO:0006337, GO:0006338, GO:0006344, GO:0006357, GO:0007566, GO:0016514, GO:0016922, GO:0019827, GO:0030520, GO:0030521, GO:0030900, GO:0031491, GO:0042766, GO:0042921, GO:0043044, GO:0045893, GO:0048096, GO:0055007, GO:0060674, GO:0071564, GO:0071565, GO:1901998
comp352596	GO:0000166, GO:0005634, GO:0005737, GO:0016787
comp352597	GO:0000079, GO:0001525, GO:0001933, GO:0002902, GO:0004438, GO:0004721, GO:0004722, GO:0004725, GO:0005161, GO:0005576, GO:0005634, GO:0005654, GO:0005737, GO:0005739, GO:0005829, GO:0005886, GO:0006367, GO:0006470, GO:0006661, GO:0006915, GO:0007270, GO:0007416, GO:0007417, GO:0007507, GO:0007568, GO:0007611, GO:0007613, GO:0007626, GO:0008138, GO:0008283, GO:0008284, GO:0008285, GO:0008289, GO:0009749, GO:0009898, GO:0010043, GO:0010628, GO:0010666, GO:0010719, GO:0010975, GO:0010997, GO:0014067, GO:0014823, GO:0016314, GO:0016324, GO:0016477, GO:0016579, GO:0016605, GO:0019899, GO:0021542, GO:0021955, GO:0030165, GO:0030336, GO:0030534, GO:0031642, GO:0031647, GO:0032228, GO:0032286, GO:0032355, GO:0032535, GO:0032869, GO:0033032, GO:0033198, GO:0033555, GO:0035176, GO:0035255, GO:0035749, GO:0042711, GO:0042802, GO:0042995, GO:0043005, GO:0043066, GO:0043197, GO:0043220, GO:0043491, GO:0043542, GO:0043647, GO:0044320, GO:0045211, GO:0045475, GO:0045666, GO:0045736, GO:0045792, GO:0046621, GO:0046685, GO:0046855, GO:0046856, GO:0048008, GO:0048681, GO:0048738, GO:0048853, GO:0048854, GO:0050680, GO:0050765, GO:0050771, GO:0050821, GO:0051091, GO:0051548, GO:0051717, GO:0051800, GO:0051895, GO:0051898, GO:0060024, GO:0060044, GO:0060070, GO:0060074, GO:0060134, GO:0060179, GO:0060291, GO:0060292, GO:0060736, GO:0060997, GO:0061002, GO:0070373, GO:0070374, GO:0071257, GO:0071361, GO:0071456, GO:0090071, GO:0090344, GO:0090394, GO:0097105, GO:0097107, GO:0099524, GO:1901017, GO:1903690, GO:1903984, GO:1904668, GO:1904706, GO:1990090, GO:1990314, GO:1990381, GO:1990782, GO:2000060, GO:2000134, GO:2000272, GO:2000463, GO:2000808
comp352601	GO:0000226, GO:0005085, GO:0005925, GO:0007264, GO:0007409, GO:0022027, GO:0030424, GO:0030426, GO:0031175, GO:0033138, GO:0043005, GO:0045178, GO:0045200, GO:0048365, GO:0050767, GO:0090630, GO:0120163, GO:1904754
comp352602	
comp352610	GO:0004674, GO:0005524, GO:0005737, GO:0006915, GO:0006974, GO:0016605
comp352611	GO:0003924, GO:0005525, GO:0005768, GO:0005769, GO:0005794, GO:0005886, GO:0006886, GO:0006897, GO:0030100, GO:0030139, GO:0030670, GO:0032482, GO:0043231, GO:0045335, GO:0071346, GO:0090383, GO:0090385
comp352613	GO:0000932, GO:0005634
comp352618	GO:0001103, GO:0003713, GO:0005669, GO:0005672, GO:0008134, GO:0016251, GO:0017025, GO:0030054, GO:0042803, GO:0045944, GO:0046982, GO:0051091, GO:0051123
comp352619	GO:0003676, GO:0008270, GO:0015074
comp352622	GO:0001501, GO:0001772, GO:0002548, GO:0005576, GO:0005615, GO:0005634, GO:0005681, GO:0005737, GO:0005743, GO:0006397, GO:0008284, GO:0008380, GO:0009897, GO:0009986, GO:0014064, GO:0019863, GO:0019903, GO:0030154, GO:0030198, GO:0030593, GO:0031012, GO:0034988, GO:0042056, GO:0042129, GO:0043066, GO:0043236, GO:0045087, GO:0045766, GO:0045806, GO:0048029, GO:0048030, GO:0048245, GO:0048246, GO:0050785, GO:0050860, GO:0050918, GO:0062023, GO:0070232, GO:0071674, GO:0071677, GO:0090073, GO:0090280, GO:0097386, GO:1902041, GO:1903078, GO:1903769, GO:2000521, GO:2001189, GO:2001237
comp352630	GO:0000172, GO:0001682, GO:0003723, GO:0004526, GO:0005634, GO:0005654, GO:0005655, GO:0005737, GO:0008033, GO:0030681
comp352632	NA
comp352636	GO:0001845, GO:0005776, GO:0005783, GO:0006914, GO:0034976, GO:0060244, GO:2001241
comp352641	GO:0001525, GO:0003924, GO:0005525, GO:0005737, GO:0005829, GO:0005886, GO:0005938, GO:0006897, GO:0007015, GO:0007163, GO:0007266, GO:0008360, GO:0010594, GO:0019901, GO:0030031, GO:0030036, GO:0032956, GO:0042995, GO:0051056, GO:0061299, GO:0070062, GO:0090050, GO:1903670
comp352646	
comp352652	GO:0000387, GO:0003714, GO:0005634, GO:0005654, GO:0005737, GO:0005794, GO:0005829, GO:0006353, GO:0007088, GO:0008168, GO:0008283, GO:0008327, GO:0008469, GO:0016274, GO:0018216, GO:0032922, GO:0034709, GO:0034969, GO:0035097, GO:0035243, GO:0035246, GO:0042118, GO:0042802, GO:0043021, GO:0043985, GO:0044020, GO:0044030, GO:0045596, GO:0046982, GO:0048714, GO:0070372, GO:0070888, GO:0090161, GO:0097421, GO:1901796, GO:1904992
comp352653	GO:0000122, GO:0001649, GO:0001894, GO:0001933, GO:0003015, GO:0003713, GO:0003714, GO:0005634, GO:0005654, GO:0005667, GO:0005737, GO:0005829, GO:0006355, GO:0006367, GO:0006469, GO:0008284, GO:0010718, GO:0016567, GO:0016604, GO:0017145, GO:0031146, GO:0032835, GO:0035264, GO:0035329, GO:0042803, GO:0045599, GO:0045944, GO:0048762, GO:0060271, GO:0060390, GO:0060993, GO:0072307, GO:0090090
comp352662	GO:0002063, GO:0005024, GO:0005025, GO:0005524, GO:0005886, GO:0005887, GO:0007179, GO:0007389, GO:0019838, GO:0030166, GO:0030509, GO:0032332, GO:0043235, GO:0044214, GO:0046332, GO:0046872, GO:0060350, GO:0061036, GO:0071363, GO:1902731
comp352670	GO:0004523, GO:0005634, GO:0005654, GO:0006401, GO:0009259, GO:0032299
comp352672	GO:0004849, GO:0005524, GO:0005634, GO:0005829, GO:0016032, GO:0016301, GO:0043097, GO:0044206, GO:0044211
comp352674	GO:0002089, GO:0005085, GO:0007264, GO:0033138
comp352678	GO:0005737, GO:0005886, GO:0016618, GO:0030267, GO:0051287
comp352685	GO:0005634, GO:0005829, GO:0006596, GO:0008073, GO:0045732, GO:0090316
comp352688	GO:0000139, GO:0001702, GO:0005794, GO:0007162, GO:0016021, GO:0016746
comp352689	GO:0000139, GO:0000209, GO:0000242, GO:0000784, GO:0003950, GO:0005634, GO:0005635, GO:0005737, GO:0005829, GO:0006471, GO:0016055, GO:0019899, GO:0032212, GO:0035264, GO:0040014, GO:0046872, GO:0048471, GO:0070198, GO:0070212, GO:0070213, GO:0090263, GO:1904355, GO:1904357, GO:1990404
comp352693	GO:0000122, GO:0000981, GO:0001701, GO:0003714, GO:0005634, GO:0005654, GO:0005829, GO:0006357, GO:0010668, GO:0030154, GO:0043565, GO:0060707, GO:0060710
comp352694	GO:0000398, GO:0001055, GO:0003677, GO:0003899, GO:0005634, GO:0005654, GO:0005665, GO:0006283, GO:0006366, GO:0006367, GO:0006368, GO:0006370, GO:0008543, GO:0016070, GO:0030275, GO:0042795, GO:0046983, GO:0060964
comp352696	GO:0004222, GO:0005576, GO:0008237, GO:0046872
comp352697	
comp352706	GO:0005743, GO:0005758, GO:0016021, GO:0042721, GO:0045039
comp352711	GO:0005576
comp352712	GO:0004842, GO:0005524, GO:0005634, GO:0006281, GO:0006513, GO:0006515, GO:0043161, GO:0061631, GO:0071218
comp352713	GO:0005576, GO:0005615, GO:0006915, GO:0033209, GO:0038023, GO:0043066
comp352716	GO:0003779, GO:0005737, GO:0005856, GO:0030036, GO:0030833, GO:0032233
comp352719	GO:0001516, GO:0002020, GO:0002906, GO:0004167, GO:0005125, GO:0005126, GO:0005615, GO:0005654, GO:0005829, GO:0006954, GO:0007166, GO:0007569, GO:0008283, GO:0009986, GO:0010629, GO:0010739, GO:0010760, GO:0030330, GO:0030890, GO:0031666, GO:0032269, GO:0032760, GO:0033033, GO:0033138, GO:0042056, GO:0042289, GO:0042802, GO:0043406, GO:0043518, GO:0045087, GO:0048146, GO:0050178, GO:0050715, GO:0050731, GO:0061078, GO:0061081, GO:0070207, GO:0070374, GO:0071157, GO:0090238, GO:0090344, GO:1902166, GO:2000343
comp352721	GO:0001822, GO:0001916, GO:0002020, GO:0002821, GO:0005123, GO:0005164, GO:0005634, GO:0005737, GO:0005829, GO:0005886, GO:0006915, GO:0030217, GO:0031264, GO:0031265, GO:0032729, GO:0032757, GO:0032760, GO:0032813, GO:0032991, GO:0033077, GO:0033612, GO:0035877, GO:0036462, GO:0042104, GO:0042802, GO:0043005, GO:0043029, GO:0043065, GO:0043123, GO:0043278, GO:0044297, GO:0044877, GO:0045087, GO:0045121, GO:0045651, GO:0045862, GO:0045944, GO:0048148, GO:0048535, GO:0048536, GO:0048538, GO:0048738, GO:0051607, GO:0060340, GO:0060544, GO:0060546, GO:0070236, GO:0071260, GO:0089720, GO:0097049, GO:0097190, GO:0097191, GO:0097192, GO:0097202, GO:0097342, GO:0097527, GO:1902043, GO:2000454, GO:2001238
comp352725	GO:0000166, GO:0001650, GO:0003824, GO:0005737, GO:0005739, GO:0005829, GO:0005886, GO:0006163, GO:0009117, GO:0016787, GO:0031625, GO:0032435, GO:0042802, GO:0047710, GO:0072332
comp352726	GO:0000122, GO:0000790, GO:0001892, GO:0005634, GO:0005654, GO:0005737, GO:0006338, GO:0006357, GO:0007420, GO:0007492, GO:0008134, GO:0009952, GO:0016589, GO:0035064, GO:0043565, GO:0045944, GO:0046872, GO:0070062
comp352727	NA
comp352728	GO:0032039, GO:0034472
comp352731	NA
comp352734	GO:0005634, GO:0031965
comp352735	GO:0000977, GO:0000978, GO:0001162, GO:0001228, GO:0003677, GO:0003700, GO:0005634, GO:0005654, GO:0005737, GO:0007283, GO:0034605, GO:0042803, GO:0043565, GO:0045944, GO:0061408
comp352740	GO:0005741, GO:0005829, GO:0006623, GO:0007005, GO:0019898, GO:0045053, GO:1905090
comp352742	GO:0003676, GO:0006325, GO:0016514, GO:0070577
comp352744	GO:0002576, GO:0005201, GO:0005509, GO:0005576, GO:0007155, GO:0007596, GO:0010811, GO:0031012, GO:0031093, GO:0062023
comp352747	GO:0004357, GO:0006534, GO:0006536, GO:0006750, GO:0006979, GO:0008637, GO:0017109, GO:0030234, GO:0035226, GO:0035229, GO:0042493, GO:0046982, GO:0050880, GO:0051900, GO:1990830, GO:2001237
comp352749	GO:0004465, GO:0004620, GO:0005576, GO:0005615, GO:0005769, GO:0005794, GO:0006629, GO:0007584, GO:0008201, GO:0008283, GO:0008970, GO:0009395, GO:0009986, GO:0010983, GO:0032376, GO:0034375, GO:0042632, GO:0043691, GO:0050746, GO:0055091
comp352750	
comp352752	NA
comp352754	GO:0004497, GO:0005506, GO:0005737, GO:0005789, GO:0006082, GO:0006690, GO:0006805, GO:0008016, GO:0008392, GO:0008395, GO:0008404, GO:0008405, GO:0016712, GO:0019373, GO:0020037, GO:0031090, GO:0042738, GO:0043231, GO:0043651, GO:0055114, GO:0070062, GO:0070330, GO:0071614
comp352756	GO:0000398, GO:0003723, GO:0005634, GO:0005654, GO:0005681, GO:0005686, GO:0005689, GO:0006397, GO:0008380, GO:0016032, GO:0016607, GO:0071005, GO:0071013
comp352757	GO:0000381, GO:0003730, GO:0005634, GO:0005737, GO:0006397, GO:0006974, GO:0008380, GO:0010830, GO:0010831, GO:0030154, GO:0035925, GO:0043488, GO:0045663, GO:0048255, GO:0061157, GO:0061158, GO:0097157, GO:1902811, GO:1905870, GO:1990715, GO:1990825, GO:2000738, GO:2000766
comp352758	GO:0000226, GO:0000278, GO:0003924, GO:0005200, GO:0005525, GO:0005737, GO:0005874, GO:0007017
comp352759	GO:0016021, GO:0042742
comp352762	GO:0005509, GO:0005518, GO:0005539, GO:0005615, GO:0008191, GO:0010951, GO:0019800, GO:0031012, GO:0050840, GO:2000146
